Index,Clue,Solution,Spaced_Solution,gemma_predicted,gpt_solved_answer
108234,A bird could be harmful if headless,fulmar,fulmar,anagram,BIRD,0
821,"Unfortunately, dieter's eaten last of gateau, it's learned",erudite,erudite,anagram,LEARNED,0
43990,"Dancing girl lay behind house, the object of desire",holygrail,holy grail,anagram,GIRL NEXT DOOR,0
25838,First set off Bob to list Answer's Blowin' In The Wind,oboist,oboist,anagram,BLOWIN,0
61995,Dame Edna's initial career as terrible mother,medea,medea,anagram,DAME,0
104834,"In need of a life, you seize broadcast of old Jewish party",sadducees,sadducees,anagram,LIFELESS,0
23817,Oscar set puzzle for philosopher,socrates,socrates,anagram,SARTRE,0
95416,Sceptic acting so badly,agnostic,agnostic,anagram,CYNICAL,0
26094,Resentful god overthrown,sore,sore,anagram,VENGEFUL,0
112102,Shaken Queen restrains one of the horses,equine,equine,anagram,QUEEN,0
71575,Pasta recipe created for tyrant,satrap,satrap,anagram,CAESAR,0
111209,"At first, Megan upset Harry, throwing away a gift of perfume",myrrh,myrrh,anagram,MEGAN,0
90226,"Exhibition of Spode's ""Troy"" ersatz vessels",destroyers,destroyers,anagram,POTTERY,0
91188,"A blues composition, fit for purpose",usable,usable,anagram,BLUES,0
46833,Let care be arranged for tragic female,electra,electra,anagram,CARETAK,0
5843,Make a pot worth ordering,throw,throw,anagram,ORDER,0
11387,Confuse leader moving tool,adze,adze,anagram,TOOL,0
59206,Weak thing - buck up!,reed,reed,anagram,WIMP,0
115555,"Pasture ultimately silent, as ground needed",essential,essential,anagram,SILENCE,0
116608,Pushy parent ultimately spreading disease,typhus,typhus,anagram,PARENT,0
52765,Time ran out for muezzin supporter,minaret,minaret,anagram,MUEZZIN,0
2107,Children go back to front on slide,skid,skid,anagram,KIDS,0
3095,Welsh go dancing the cancan?,legshow,leg show,anagram,WELSH GO,0
137079,"One who offers praise, waving team's icon",encomiast,encomiast,anagram,APPLAUDER,0
91790,"Fruit has gone off - lemon, too",ogenmelon,ogen melon,anagram,SOUR GRAPES,0
85179,Silly clue I had for geometry master,euclid,euclid,anagram,GEOMETER,0
4663,Rent hall in order to mesmerise people,enthrall,enthrall,anagram,ENTHRALL,1
75601,Flora Dean arranged a dance,farandole,farandole,anagram,FLORENTINE,0
107335,Dramatist has entree cooked with a tiny slice of chervil,terence,terence,anagram,CHERVIL,0
75295,Book adapted for millionth serial,thesilmarillion,the silmarillion,anagram,BOOK SERIAL,0
95786,Rub Pat the wrong way? That's sudden!,abrupt,abrupt,anagram,RUPTURE,0
42163,Chop up dates and finally enjoy being regular,steady,steady,anagram,CHOPPER,0
107135,A regiment prepared to shoot,germinate,germinate,anagram,REGIMENT,0
73763,Quiet sort of arboreal animal,polarbear,polar bear,anagram,QUIET BEAR,0
88457,"Doctor is apt, going round part of hospital, to see them?",patients,patients,anagram,DOCTORS,0
6748,Status of small container set out,caste,caste,anagram,STATUS,0
103030,Car and lorry close after crash,rollsroyce,rolls royce,anagram,CARAVAN,0
57288,Writhe on crumbling doorstep,threshold,threshold,anagram,WRITHING,0
11699,MP teased about mad rush,stampede,stampede,anagram,STAMPED,0
37457,"Change for a quid at the ""Flag"" from drinks",daiquiris,daiquiris,anagram,CHANGE,0
4643,Head of oldest and most outlandish prehistoric beast,mastodon,mastodon,anagram,DINOSAUR,0
100484,Nags drunken tinker for no good reason,needlessly,needlessly,anagram,NAGGINGLY,0
138072,English run grim economy badly: things'll get ugly!,nomoremrniceguy,no more mr nice guy,anagram,IT'S ALL GONE TO RACK AND RUIN,0
