Index,Clue,Solution,Spaced_Solution,gemma_predicted,gpt_solved_answer
79562,"Back off beach, returning catch to dock",shorten,shorten,assemblage,RETRACT,0
62477,Thought of money spent,mused,mused,assemblage,THOUGHT,0
91085,"Old actor, getting wiser over time",stager,stager,assemblage,ACTOR,0
126158,Jazz pianist's ideal climbing shrub,fatsia,fatsia,assemblage,BUSHES,0
26031,"Vegetable, small and sweet",spud,spud,assemblage,PEAS,0
83379,"Secretary's individual letters, one in black and white?",panda,panda,assemblage,EMAIL,0
112757,Religious man's reluctance to spend if he has a lot of money,parsi,parsi,assemblage,CHEAP,0
89921,"Fledgling business in sheep, the main attraction!",startup,start up,assemblage,BANDWAGON,0
24906,You mean two jurors are incompetent? That's with defence potential,tenable,tenable,assemblage,SKEPTIC,0
120265,"Poem girl's written, top off pen, on state's port",riodejaneiro,rio de janeiro,assemblage,SONG OF THE SOUTH,0
71549,Become familiar with ABBA's debut song on the radio,attune,attune,assemblage,ABIDING,0
87371,Vegetables spoil the lines of a garden,marrows,marrows,assemblage,GARDENIA,0
47909,Royal bash involves performing music,rondo,rondo,assemblage,CROWN,0
44336,Restrain employee taking smack,handcuff,handcuff,assemblage,RESTRAIN,0
120294,Suddenly Arthur's beginning to suspect Lancelot,allatonce,all at once,assemblage,OUT OF THE BLUE,0
48454,Footprint creates initially unvoiced terror,tread,tread,assemblage,SHADOW,0
84760,Banker having shrewd effect,execute,execute,assemblage,BANKER,0
97241,Sponsor of art ultimately was consumer,tate,tate,assemblage,USER,0
63687,"Watch next to key, a surprising sight",eyeopener,eye opener,assemblage,EYE CATCHING,0
96332,Majority is cut in Bosnia,mostar,mostar,assemblage,BOSNI,0
75090,"Joked about TV programme, one with leaves",gateleggedtable,gate legged table,assemblage,CRACKING JOKE,0
110110,"Fleas dancing below stairs, Uriah Heep's speciality",selfabasement,self abasement,assemblage,DANCE SPECIALITY,0
131553,Utopian plan son's told tales about,idealised,idealised,assemblage,NOSTALGIA,0
2449,Lord Muck in effusion by Charlie Chaplin,goldrush,gold rush,assemblage,LORD CHARLIE,0
47179,"Morgan, say, and Paddy dress down",carpet,carpet,assemblage,DRESS,0
25434,Game not started by a back,ridge,ridge,assemblage,START,0
103367,Opening removed and fixed,outset,outset,assemblage,FIXED,0
91059,Fortune presently in besieged city,lucknow,lucknow,assemblage,FORTUNE,0
21064,"Tucked in to fish, partly dressed",coated,coated,assemblage,TROUT,0
71370,Entertaining party a communist thought the world of,adored,adored,assemblage,ADMIRED,0
25371,Traditional nunnery by holy island lake,conventional,conventional,assemblage,COVENANT,0
28348,In the morning wild boar is heavenly food,ambrosia,ambrosia,assemblage,AMBROSIA,1
29524,Eager to change fellows thought at first to be in accord,agreement,agreement,assemblage,CONFORM,0
97194,Faith leader shot close to synagogue,pope,pope,assemblage,RABBI,0
42907,"Say, what could be missing after punch in the mouth? A drink!",aperitif,aperitif,assemblage,ABSINTHE,0
52187,A number swindled - that's dishonest,crooked,crooked,assemblage,UNTRUST,0
102172,Permit for sale of spirits and ale,poeticlicence,poetic licence,assemblage,LICENSED,0
122511,"Part of play, playwright clutching opening to act - he covers the background in theatre",scenepainter,scene painter,assemblage,STAGE MANAGER,0
101621,Sauna without a massage causing overheating,sunstroke,sunstroke,assemblage,HEATWAVE,0
12533,Stagger time with swimmer,totter,totter,assemblage,STROKE,0
71530,Difficult defendant finally up for it,thorny,thorny,assemblage,TOUGH,0
95005,The inclusion of three identical points produces a titter,teehee,tee hee,assemblage,LOL,0
115645,Sparkling drink gets fragrance after a little work,opalescent,opalescent,assemblage,SPARKLING,0
25417,"Rover in boat, a dugout",gadabout,gadabout,assemblage,CANOER,0
20175,Old chap with passion for news reporting,coverage,coverage,assemblage,JOURNALIST,0
10817,River is close to oak tree,tamarisk,tamarisk,assemblage,RIVER OAK,0
105919,Fool sailor on a ship,jackass,jackass,assemblage,DUNCE,0
88524,"Routine to study and speak when beheaded, so to speak",breadandbutter,bread and butter,assemblage,READING,0
99491,Collage a scientist almost accepts quietly,pasteup,paste up,assemblage,PASTE,0
76602,Flower festival finally in front and fashionable,lupin,lupin,assemblage,FLORA,0
99940,Many ignored extremely dumpy adolescent,umpteen,umpteen,assemblage,TEENAGE,0
64612,From orphan to mother - that's the spirit!,phantom,phantom,assemblage,GHOSTLY,0
5264,"A backward idiot, apart from all else",aloof,aloof,assemblage,IDIOT,0
86449,Superior aid distribution or rapid transport,airdrop,airdrop,assemblage,AIRLIFT,0
2130,"Revive cannibal's victim, as Spooner might ’ave said",animate,animate,assemblage,RESCUE,0
106770,Like a loo to be luxurious?,lavish,lavish,assemblage,OPULENT,0
95639,Cramped northern shaft,narrow,narrow,assemblage,NARROW,1
32283,Statesman swapping energy for a mystic symbol,mandala,mandala,assemblage,TOTEMIC,0
36590,Pasquale given less than full assent? That's mean!,meagre,meagre,assemblage,MEANER,0
47658,Old city set up beside a stone,ruby,ruby,assemblage,URBS,0
31138,Country where God has executed priest?,panama,panama,assemblage,GREECE,0
25427,In to complain: customer with bone,incus,incus,assemblage,CLIENT,0
22160,Purgative offered when Moggy car hit Rolls,cathartic,cathartic,assemblage,CATHARTIC,1
92388,Mule makin' a mess of teatime food,muffin,muffin,assemblage,MULETEA,0
135103,"May has been one time I can be away (rest, I'm in plays)",cabinetminister,cabinet minister,assemblage,MAYBEING,0
80295,Firm supporter of poisoner,cobra,cobra,assemblage,ACID,0
33879,Club being given new temporary accommodation makes one unhappy,discontent,discontent,assemblage,DISCONTENT,1
111552,Quantity of drink fired soldier,litre,litre,assemblage,QUART,0
68930,A little seabird or marsh bird,bittern,bittern,assemblage,TERNET,0
137344,Rubber rings held by campaigners next to motorway,condom,condom,assemblage,O-RINGS,0
118729,Old man to settle on a tree,papaya,papaya,assemblage,GROVE,0
107273,Kiss scholars in celebration,xmas,xmas,assemblage,HUGS,0
117557,Deliveryman's ruse: upsetting hair product on journey,legspin,leg spin,assemblage,MAN UP,0
77888,Leading European state,maine,maine,assemblage,LEAD,0
78935,Strikers here in union fight,matchbox,matchbox,assemblage,STRIKER,0
33413,Enthusiast for conservation? One adapts to the environment,ecotype,ecotype,assemblage,NATURAL,0
106294,Prepare for conflict that's a back number,rearm,rearm,assemblage,ARMED,0
35235,Things warm and mineral creating excitement,furore,furore,assemblage,MAGMA,0
103240,Fine light which signals spring,verywell,very well,assemblage,FINE LINE,0
13684,Point on bird's back,stern,stern,assemblage,CREST,0
110458,Support with a brilliant ball,aidance,aidance,assemblage,SUPPORT,0
135718,Reluctant lover's initial vow,loath,loath,assemblage,AMOUR,0
16949,Underwear makes one tense,singlet,singlet,assemblage,UNDER,0
87937,"Poor pre-election period, back with a change of heart",hardup,hard up,assemblage,LAME,0
3761,Symbol of sovereignty King Charles had to acknowledge,crown,crown,assemblage,CROWN,1
131808,Parent left to vacate Asian island for Asian city,mumbai,mumbai,assemblage,MANILA,0
35354,Male finally beats children's game,stag,stag,assemblage,GAME,0
75006,Bellow's last novel is Glass,crystal,crystal,assemblage,GLASSY,0
71686,Bladder and hearts lost in city street,cyst,cyst,assemblage,BEND,0
35474,"Paramount, say the majority",uttermost,uttermost,assemblage,MAJORITY,0
141958,He demands a contribution from tenor and American guitarist,taxman,taxman,assemblage,TITHE,0
87675,Subject's alter ego leads plot: the ultimate robbery,geography,geography,assemblage,SUBPLOT,0
68058,Ordered off before end of game,bade,bade,assemblage,GAME,0
73381,Dance company following society's conventions,moresco,moresco,assemblage,BALLET,0
74022,Term for each moon day,period,period,assemblage,LUNARY,0
6396,British nurses agree about study in local area,beergarden,beer garden,assemblage,LOCAL AREA,0
96579,"King, getting Queen fine dish, so avoided commotion",kerfuffle,kerfuffle,assemblage,QUEENLY,0
71147,Female muse suspicious about artist in class-conscious system,feudalism,feudalism,assemblage,FEMINIST,0
139118,"Make fewer pronouncements, being displaced",stateless,stateless,assemblage,ABRIDGING,0
52944,"On delivery of circular, be strict - tear it up!",obstetric,obstetric,assemblage,STRICTLY,0
91726,Powerful politician before (say) Brown's time,prescott,prescott,assemblage,POWERFUL,0
32595,Perform poem in that dreadful silence!,dotodeath,do to death,assemblage,DO A READING,0
26538,He makes a choice at the earliest hour,william,william,assemblage,DECIDER,0
45912,Good start with a little water for cooking,grill,grill,assemblage,GRAVY,0
16209,Dangerous flower goes to Tannenbaum,redflag,red flag,assemblage,BAD APPLE,0
38420,A bit of rigging works in the end,topsail,topsail,assemblage,RIGGING,0
28990,"Broadcast ""Pluto"" by itself",disperse,disperse,assemblage,OUTRIGHT,0
17583,Sturdy or else broken,robust,robust,assemblage,ROBUST,1
110473,"Silly talk by a so-called ""Dubya"" makes one laugh",guffaw,guffaw,assemblage,GABBLE,0
112066,Revealing story of Swiss resistance?,telltale,telltale,assemblage,NARRATIVE,0
135777,"Sailor's cry, abandoning a boat",hoy,hoy,assemblage,OAR,0
61787,Prove to be more than striking song,outnumber,outnumber,assemblage,EVIDENCE,0
34,A man comes back a stranger,alien,alien,assemblage,STRANGER,0
126705,"Dismissed, then sure to be leaving",outbound,outbound,assemblage,DISMISSED,0
70741,Monitoring leaves that don't start falling,eavesdropping,eavesdropping,assemblage,OBSERVATION,0
36717,"Ring animal back, alright?",okay,okay,assemblage,RING,0
122998,"View love, left wing",pinion,pinion,assemblage,VIEWER,0
48620,Essex men,basildon,basildon,assemblage,ESSEXES,0
51820,Don went down with a cry of pain,fellow,fellow,assemblage,OWEING,0
108346,Conran's first interior design standard,criterion,criterion,assemblage,CONCEPTS,0
91275,Tongue was strained greeting a couple from Lithuania,swahili,swahili,assemblage,LITHUAN,0
13637,Comprehensive kid gets a quid,total,total,assemblage,KIDDO,0
73950,Notorious actress and oddly bleary FBI agent,bergman,bergman,assemblage,FLEABAG,0
135105,"Shaving, father receives phone call",paring,paring,assemblage,SHAVES,0
31522,Plant setter's getting for the time being,interim,interim,assemblage,SETTLER,0
105684,"Having rowdy sex is to live, basically",roughit,rough it,assemblage,TO LIVE,0
140075,Rump of venison possibly festers,stagnates,stagnates,assemblage,DECOMPOSE,0
40993,Marble article placed in front of entrance,agate,agate,assemblage,AGATE,1
32576,"What could play music in particular key, hard stuff",althorn,althorn,assemblage,GUITAR,0
135914,Forsyte heroine puts off cutting out article for Iris,fleurdelys,fleur de lys,assemblage,MRS. G.,0
9351,Runner defeated in close race,loser,loser,assemblage,LOSER,1
79305,C-cacophonous cautionary condition,cloud,cloud,assemblage,CHAOS,0
140239,Swears at area transport,abuses,abuses,assemblage,CURSES,0
28278,Set for scan and playback?,ready,ready,assemblage,TAPE,0
121693,"Sound device in better film, after something corny?",eartrumpet,ear trumpet,assemblage,SOUNDTRACK,0
53063,Dress I put on about spring,origin,origin,assemblage,DRESS,0
42501,"Artist, one writing plays for adults included",painter,painter,assemblage,DRAMATIST,0
100218,Order discovered in laboratory animal in feature which contains DNA,chromatin,chromatin,assemblage,GENOME,0
138105,Sick in Australia (see hospital below),chunder,chunder,assemblage,ILLNESS,0
87387,Many? Not so long and thanks for fish,manta,manta,assemblage,THANKS,0
70965,Zoroastrian flower in opera,parsifal,parsifal,assemblage,CARNATION,0
67971,Male bodybuilder ostensibly starts to become a he-man,rambo,rambo,assemblage,MALE,0
25389,Clubs find out about a church blessing,clearance,clearance,assemblage,DISCOVER,0
33075,Hot spot not initially available?,ingle,ingle,assemblage,STEAM,0
2588,Mature Conservative entering State Department,agency,agency,assemblage,MATURE,0
46256,"Turns away from little green man, hair standing on end",alienates,alienates,assemblage,GROUNDED,0
21894,"Car with Spanish identification, say",estate,estate,assemblage,AUTO,0
37922,Educational centre?,middleschool,middle school,assemblage,TRAINING COLLEGE,0
18939,Labourer's time with tanker,toiler,toiler,assemblage,GARDEN,0
91559,Knock and Cork possibly have kinship,rapport,rapport,assemblage,RELATION,0
29919,Effective make-up in jar,potent,potent,assemblage,POTENT,1
76343,Trees burning at military base,aldershot,aldershot,assemblage,BURNING,0
134544,Current that's forced lower in blue rinse,downwash,downwash,assemblage,CURRENT,0
36390,"Travelling west, Slav spies Italian city",brescia,brescia,assemblage,SLOVAKIA,0
2941,Making it go round Eastern monarch,eking,eking,assemblage,REIGN,0
88002,Steep climbing rocket an IRA man secured,marinate,marinate,assemblage,STEALTHY,0
9956,"Cocky's got his own cover, it seems",selfassured,self assured,assemblage,SHOW OFF,0
12647,"Flatten headless, evil-tempered dwarf",roll,roll,assemblage,GNOMES,0
47317,"Rigorous process, biting banker",acidtest,acidtest,assemblage,RIGOROUS,0
117300,After heaving coal the old man needs something stronger,alcopop,alcopop,assemblage,COALER,0
24515,"Almost declare, with runs at Oval briskly scored",allegro,allegro,assemblage,DECLARE,0
120859,Tories put out after Liberal leader waits around,loiters,loiters,assemblage,TORIES,0
85575,Landowner's hidey-hole for game at Land's End,laird,laird,assemblage,LOCHS,0
107523,Drums of one sailor used in another's backing,tablas,tablas,assemblage,DRUMS,0
47483,"Covering for a wheel covering, so to speak",attire,attire,assemblage,COVER,0
29841,Vicar takes tongue back,reverse,reverse,assemblage,VICAR,0
108331,Money? A little bit require for a little bit of food,breadcrumb,breadcrumb,assemblage,MONEYBAG,0
63068,Cricketer yearns to face spinner,longstop,long stop,assemblage,TEST MATCH,0
123344,"Period in China, both useful and unpleasant",handynasty,han dynasty,assemblage,HARD TIME,0
124419,Star puts curse on a music industry award: Boatman's lost,hexagram,hexagram,assemblage,GRAMMY AWARD,0
30287,Two bills I stuck on a tree,acacia,acacia,assemblage,BIRCHES,0
105523,Record jazz session - end in deadlock!,logjam,logjam,assemblage,TIED UP,0
32226,Is youngster able to eat here?,canteen,canteen,assemblage,CAFETERIA,0
12960,"It's found in an old Balkan country, this fuel",anthracite,anthracite,assemblage,PETROLEUM,0
35637,Antique pearls provide easy money,oldrope,old rope,assemblage,EASY CASH,0
8849,Stole hospital garb idiot sent round,tippet,tippet,assemblage,THIEVED,0
37176,Theologian no go at operatic work,iolanthe,iolanthe,assemblage,NOCTURNE,0
122254,Mad about daughter getting the sack over things never getting settled,baddebts,bad debts,assemblage,MAD WORLD,0
111389,Journalist capturing relative in colour drawing,penandink,pen and ink,assemblage,RED CAR,0
