Index,Clue,Solution
89473,Bush harbours condition that's half Arab offered,gifthorse
106550,Does up building that's not authentic,pseudo
87740,Prejudice runs riot - body of law needed,jurisprudence
25097,The temporary accommodation I have outside the army is not definite,tentative
54498,Horse put in pen to struggle,writhe
46034,Relative of the weasel even more outrageous?,otter
70853,Dubious heirs to Switzerland's treasure,cherish
33639,Running for the job,operation
78895,"Time to give the ticker a boost, having it off with Gladys",daylightsaving
110152,Paying customer to make severe criticism about rotten first half performance,patron
80555,Otherwise take railroad to the Home Counties,else
27594,Look over tower,keep
57659,"Just once, do put one out!",exactly
88028,"Redeemed, made amends or converted",ransomed
98121,Christian beginning to pray in bed,copt
87570,Daughter's body clock determines when to have food,dinnertime
20040,Mackerel bait?,sprat
75686,I hold teaching qualification - fix?,imbed
29298,A hazard on the table or in the field,potshot
62073,"Flawed agate, black inside, is soaked in boiling water",teabag
16044,Old king of note,offa
21194,Grass performing well?,inform
130077,Journalists who keep saying cutting things,hacksaws
6979,"Wreck's sunk into ground, obviously",undo
61280,Dishonest proclivity,bent
79084,"When free, retire to a place abroad",eritrea
10881,Partners who dance up in close formation,couples
43852,Creating anger over maximum flight distance,range
122957,Sex in Esquire's spread needs …,requisites
118050,Feature of stern father is bottling up love,poop
34948,Revolutionary coming back to eat pub grub?,dinner
82689,"One sport he worked on, nearing defeat",ontheropes
17240,In which pupil appears to flag,iris
117543,Boatman gets his first crop on the wagon,boatswain
102073,Work out cricket team's not old,suss
9656,Belief which may be taken up,tenet
33671,Bunny Lake is back and embraced as a formality,ceremony
110327,Revelations of secret trips,outings
110318,Homes established in a partnership,nests
2439,Fight possibly rigged,spar
103051,Unusually precise about line for title role,pericles
103296,Pressing suit with the devil,impaction
101548,Like warning Liberal about vote,forexample
119257,Andy Murray's traditional outfit has no length for tackle,kit
15125,"Curved member made of wood, say",bowleg
134696,"Queen keeled over during a function, one of two in Ulster, perhaps",armhole
25878,"Time saved by unscrambling of a Gemini crossword, primarily cryptic",enigmatic
67914,Single swimmer's base,sole
140821,"Rich with a hundred, in truth",fact
109614,"The way things stand, a strike's not new",asitis
61982,Secret drinker comes to earth in Morecambe?,esoteric
26759,General concession,grant
66165,Fearing degree being dropped at university,reading
138850,"Youthful rogue has not much ham, lettuce etc - no seconds",bitofalad
18191,Annoyed that shirt's missing from counterfeit Man U strip,upinarms
3245,Region sadly showing neglect,ignore
90110,Zero return after call for capital,dublin
460,Instrument causing damage when attached to one short whip,harmonica
90521,Charley's Aunt erotic? Take a walk!,saunter
10947,Teacher seizes a shirt in uproar,stir
44171,Parody old Bob's clothing,skit
3898,Clients designed template,stencil
56034,Bar snack?,chocolate
30668,"It's poisonous, thanks to natural mutation",tarantula
77136,Repeated knocks make Irish twins retreat,taptap
80064,Even up things with rate distribution,straighten
115907,Dog dirt on park for animals picked up,shihtzu
93872,"""Music"", which is derived from the bloody Muse",moodyblues
18828,Meet in a bar,abut
124513,"Excuse a little colour without energy, maybe, on box",pleating
19735,Gibbon's ailing somewhat due to small growth,bonsai
98507,Wild cat's feline creature for hiding in tree,leafinsect
1273,Dealing with urgent checking,repressing
28458,Final appearance of US actress - good!,swansong
116004,"Uppity tramp, devout, hogging entrance to temple",bumptious
63785,Fanatical attack to capture Baghdad's leader,rabid
52323,"Study comes to an end, keeping good time",digest
123133,"Once unit has regrouped, carry on",continue
52613,Roads meet in confusion round the North; they can improve things,emendators
14737,Get to the top on Tyneside?,scalene
65739,Goodly beer right for knocking back,large
121510,Cuts prize given to rugby players,medallions
33309,Rowan's character: nothing comic,beano
71376,"""Heart of Midlothian"" follows radical dogmatist",bigot
38657,Woman in torment shows spirit,banshee
142,A channel swimmer accepts kiss from the great man,alexander
25422,It's right by the map,eastward
50376,Give name with nothing in it to fool with old gold coin,doubloon
114838,Gathers crowds when speaking,hoards
48304,"To prepare, he corrected with eraser",rehearse
107588,"Soap found under bum, which is sweet",spongecake
69792,Tilts at hint on drink,tipsup
139034,"Circling island, misplaces cultivated field",specialism
101146,Cross about anything but silent silence,muffle
121774,"Settlement of rent, once due needs to be met",encountered
116016,"Well I'm blowed! Bald, shaved and pink!",coral
137028,Head of government to OK thoroughfare stopping short of scaffold,gallowstree
48249,Old instrument needs the sphere to ring,theorbo
79460,Production of Haydn's oratorio,creation
16252,Is he up to repairs?,tiler
116704,Green University don could become experienced,undergone
86793,It's grand to make many holes in a hot plate,griddle
96526,Disk that's not a hit with artless party,floppy
87084,Chairman's out to provide violent opposition to the government,anarchism
46945,Blast engulfing Caribbean islands capital,darwin
117872,"Religious leader (a healer) cured flesh, receiving credit as a teacher",mohammed
32455,Ask to tear net in pieces,entreat
113200,Old skin disease liable to drain confidence,sapego
15131,Dissipated girl in confinement,misspent
91831,Lifting a great weight is false,notso
89024,"High frequency range, say, penetrating mum - is sore in the ears",megahertz
37347,"Some styles return, returning briefly",tersely
123817,"Lively end to working week, heaven",frisky
31567,Expectant boy and European girl set about stir-crazy night hunter,pipistrelle
9187,Biting right into tart,acrid
59047,Common former leader,heath
106486,Wine that's held up by guys getting tight,tent
122252,Where to find swimmers showing promise in class on regular basis,lidos
111353,Draw mob and see wild mayhem,disembowel
112794,Game controller's about to take a quick look up,keeper
96120,Always right in story about trouble arising,infallible
113980,A fish in a fiddle in a former city,stalingrad
33968,Weapon company gets receiver in,firearm
49038,Agreement primarily sought within marriage,unison
105007,Ride off a little way to old city in time to get led up the aisle,marriedinchurch
121371,"Corrects paperwork, putting top of house on in flats",proofreads
53700,"Like china after the bull, shop being gutted when he's gone",strewn
34214,Pepper's top music arrangement,capsicum
78502,Of course Nijinsky was one,racehorse
61315,Chain letters?,mail
103805,"Vexed about European tree such as beech, from what we hear",seashore
13705,"Bar providing energy (sustained energy), almost other-worldly",estaminet
124729,Astronomical scale of opening novel,analemma
79371,Breathe with difficulty and gag,wheeze
86193,Inspector gives opinion with hesitation,viewer
79649,"Docks associated with locks, we hear",quays
130415,"Set fire to one reptile in sewer, according to reports",litigator
21082,Sort of spin one thus put on an issue,isotopic
107834,Snooty head of a religious order,superior
54819,Performance of coital nous in close contact,osculation
7507,Nourishment from fruit worker's consumed,aliment
128679,"Fellow clean, having removed soft muck",manure
108648,Fraudulent cutie fled in disarray,deceitful
75968,"Come down heavily, when gathering of hunters is set up",teem
80354,I cut out the hard stuff when at work,stonemason
82313,Body meeting to pledge help to golfers?,committee
88362,Never return to issue concerning former volunteers,atnotime
76523,Member worried partner,mate
72051,Plot developer,schemer
56688,Annoyed at being inconvenienced,putout
116153,"Small tots, primarily on wheels - in these?",strollers
2750,Approval for archbishop when in a hole,plaudit
44992,Wood that is abandoned somewhere in Africa,natal
50432,Chicken causing a crowd disturbance,coward
5223,Ornate enamel apt for sign,nameplate
83215,Elaborate ornament to hang on ventilator,fandangle
121050,"Compiler's not right, unsound - controversial debate?",polemics
49735,What sucker needs a politician?,straw
101613,English writer hits cart track backing motor,turbine
86013,See one and fancy double?,lookalike
140061,Silly argument over half a small pigeon,squab
26153,Criminal gets Gill confused with ale,illegal
108393,"Wide path, a mere folly, that has its highs and lows",weathermap
91827,"Travelled free to Oxford, say, and got married",hitchedup
90877,Wild flower round by border,oxlip
15283,Main follower in France with projector,tenon
63244,I'm given picket duty,impost
52888,Plant an hour in advance,shrub
138773,Local London football team spurned by Poles,areal
120878,Massive thing lit a haven development,leviathan
85419,Novice's a person stupid in the head,loaf
69373,Record poem about island event,episode
102003,Living with old Medici reproduction,domiciled
125914,Fold party clothes,dogear
125578,Many a playground prank ties knot around Maggie's bottom half,wedgies
59616,Vessels a Scottish poet topped,urns
112989,University College during religious festival is brilliant,lucent
34292,Overwork Bob's followers,strain
