Index,Clue,Solution,gemma_predicted
82252,Bit of a gut for Goon (pronounced),caecum,double definition
10326,Lousiest material editor's chucked out,worst,container
120766,President strangely agin dancing,polkaing,anagram
129534,"Try, as arranged, one caught being excessively lustful",satyric,anagram
8270,Safe place to let out the clutch?,nest,double definition
85449,Musicians send naughty messages to alien,sextet,assemblage
111244,Toxic soup I soon blended,poisonous,anagram
52928,Regulated state - alternative to Red Revolution?,order,double definition
82539,"Rep's car goes off, making a hasty departure",scarper,anagram
91286,"North African halves a number, then doubles it",berber,assemblage
32282,Asian city is unfinished - that's symbolic,mandala,assemblage
85069,First class return to Southern Pacific country,australia,assemblage
84492,Quarryman's key picked up,miner,double definition
105900,Not a street where things happen,venue,container
85059,"Understands about grinding lens with cunning, but without reason",senselessly,assemblage
131897,He takes obstacles in his stride,hurdler,double definition
110739,Poet (Her Majesty's jester) in banjo performance,sirjohnbetjeman,assemblage
133661,Setting about ’eadgear to protect aviator,flyingat,assemblage
39535,Devil's tie?,deuce,double definition
53980,Setting maybe at Watford Gap?,milieu,double definition
118322,"Cajole alien, within reason",getround,container
100802,Footwear hamper,clog,double definition
7751,One's brief trade with a Mediterranean isle,ibiza,assemblage
14203,Cleaner copies including past papers,coldcream,container
74224,Worry about horse slaughter,carnage,container
64869,"Tender, relatively speaking",sister,double definition
35660,Stop some French potatoes,deter,hidden word
63748,Mums and dads are not welcomed by attendant,parentage,assemblage
93074,Hotlines to the Met Office,isotherms,assemblage
32854,"Stipulation for and against one's opinion, at first",proviso,assemblage
66402,Governor that entertained PM once,north,double definition
109400,October's brief time for playing with ritualistic symbolism,totemic,anagram
101513,A crop is knocked flat,prosaic,anagram
85628,A hem one should repair: everyone knows that,householdname,anagram
17537,Run one of the film crowd,extra,double definition
134372,"Initially, Gilbert holds back blows",wafts,assemblage
53279,"Drink triple gin, initially, with one rum",eggnog,assemblage
133634,Entrenched bridge adversaries scrap over inches,enshrined,assemblage
114251,Non-interventionist passes away,handsoff,assemblage
21379,Fast on the Italian pulse,lentil,assemblage
54062,Signified by inserting negative in Act,denoted,container
59956,Crazy bit by Len's father needs re-writing,batsinthebelfry,anagram
28030,"Doctor, one breaking smart fellow's chemistry apparatus",alembic,container
123097,"It's unhealthily damp but not too confined, as they say",rheumy,double definition
22581,Water drowned second biblical brother,esau,container
88237,"Unfaithful wife seen in food shop, note",delilah,assemblage
109206,The Guardian starts to assess Roman government under Severus,argus,assemblage
32865,Excited by a small bet,aflutter,assemblage
11501,What Cupid bears audibly for lover,beau,double definition
111818,One comes across despondency behind the game,humpbackbridge,assemblage
109262,One article by Belgian author,ianfleming,assemblage
37300,A contribution to please lively art supporter,easel,hidden word
46284,A small drink including minimum of table wine for starters,antipasti,assemblage
95550,Failing to disrupt the indolence,onthedecline,anagram
93561,"Abroad, I start to eat angel cakes for tea",darjeeling,assemblage
93618,Red-hot stuff,cayenne,double definition
124771,"Odd characters in the land of Schiller, the elegist?",gray,hidden word
141286,Work units heard of in Holland,joules,double definition
23791,Question One is on Irish force seen in the Middle East,iraqi,assemblage
80430,Allows to go free the wrong way round shops,outlets,assemblage
129083,Explain about what keeps a wheel on,axlepin,anagram
92531,Exercise about to strengthen soldiers' disposition,placement,assemblage
90108,Build new Northern capital,dublin,anagram
22983,Surgeon given sixpence outside the theatre,trepanner,container
107908,Dislike Greece?,hellas,assemblage
23025,Cowherd's pie and broth,chowder,anagram
121769,Yellow streak will put celebrity status out of order in time,dastardy,container
56894,Drunken Scottish soldiers vote for abuse to the optically challenged,foureyes,assemblage
49010,Relative gives away article free,untie,container
29573,The kind of Constable that's out of the ordinary,special,double definition
12794,Pitfall for member when rising,trap,anagram
140402,"Almost stop working, stupid",goof,assemblage
123938,Special quality that's needed by female member of cast,xfactor,assemblage
56836,Dives with power to crap - occasionally gull slightly worried tour leader,plutocrat,assemblage
90612,Compellingly kind,obliging,double definition
24314,Fancy a chart-topping single,imagine,assemblage
134583,Leading pairs eliminated from race came late - very grave situation,cemetery,assemblage
40818,Entertained everyone sitting initially in the pit,hades,assemblage
93780,"Bill wears Sikh wedding rings, hard in a Muslim land",bangladesh,container
48911,"Deceived by the devil, though not in so many words",implied,assemblage
8693,"Five earth-filled urinals, recycling all-inclusive",universal,anagram
573,"Faithful, but getting new man into bed",constant,container
123424,People of intelligence love to have the last word,ciao,assemblage
23967,It's probably not steam and possibly not electric,oldiron,double definition
107975,Bags of vicious cruelties,reticules,anagram
60725,Traffic hazard could be sinister,bend,double definition
61555,"Say: ""Don't stop her entering ring or pillar?""",letterbox,assemblage
59692,A sort able to produce old instrument,astrolabe,anagram
119780,Label report of familiar ex-captain,gucci,assemblage
63370,"A show-off, the bounder",prancer,double definition
29427,"Home Secretary and rock'n'roll guitarist: one's barren, another's wild",strawberry,assemblage
63299,"Lacking respect, notwithstanding",regardless,double definition
43832,About to pick up Boris's book,rebecca,assemblage
82165,Drunken expat in public house has a nagging wife,xanthippe,anagram
18596,"Sailor, for example, said to observe traveller",seafarer,assemblage
134677,Writer's sweet Breton confection,charlottebronte,assemblage
71414,"Exhortation to study ""The Maid of the Mountain""",oread,assemblage
51311,"Eat half of plate, then drink",digin,assemblage
34678,To have one return a casual hug is sufficient,enough,assemblage
83450,Spirit of revolutionary beasts? Extremely serious!,spunkiness,assemblage
60190,Earwig could make part of house fall down,eavesdrop,assemblage
111345,"Sanction a run in souped-up car, a small one for racing",gokart,assemblage
10902,Cheap accommodation always in part of journey,steerage,container
86446,Escorts backing The One Show,gigolos,assemblage
22268,Boy game to help people across the Thames,albertbridge,assemblage
120159,"He's done his money and he's back for mine too, note",prodigalson,assemblage
28086,The French in their way backing Swiss mathematician,euler,assemblage
8939,Where there's very little point to motor to London?,scarcity,assemblage
63379,Fish seems to be right in the light,bream,container
125319,Broadcast with some singers heard in military locations,airbases,assemblage
37108,"No longer single speed, that's clear",exonerate,assemblage
82360,Fantastic start to theatrical career involving N. Coward,recreant,anagram
125168,Badly-treated migrants feeling hurt,smarting,anagram
16884,A lawless thief: I was once one myself,pirate,double definition
107391,Patriots withdrawing singular honour for Hollywood legend?,stanlaurel,assemblage
108160,"Inexpert folk, handicapped, retaining unknown name",laymen,container
116114,Sporting barrier that generates pots?,backstop,double definition
38175,Love Jack's preaching,orating,assemblage
23944,Sounds like place is an eyesore,sight,double definition
85188,"An equal to Earl Peel, the last of the shire",count,double definition
90916,Fly biting,sharp,double definition
111666,"Weber's first, A minor (unfinished) - it's avant-garde",wayout,assemblage
108542,Firm support in car ...,fastback,assemblage
105720,"Rhythmic sound heard initially in jazz performer, pet scarpering",thrum,assemblage
13664,Spare a bob - by one having plenty to spare,slender,assemblage
37110,"Solitary sailor, capsized in river, gets clear",exonerate,assemblage
38332,"Salts' place - in the deep, somewhere",epsom,hidden word
60138,The old starting signal falls without delay,atthedropofahat,double definition
27602,It peels off note,epistle,anagram
66726,"Without moving anything, replaces money in cash register",stockstill,assemblage
19537,Anticipate everyone's after lots of trees,forestall,assemblage
111080,Noise inside gear when travelling,riding,container
57018,Silence in jail!,shutup,double definition
7301,Angry outburst from one stuck in traffic,tirade,container
53125,Perform in panto horse perhaps? That creates interest,behalf,assemblage
44923,Adult paper under discussion,atissue,assemblage
65483,"Ear inflammation aggravated, so it doubled",otitis,anagram
391,Food item for one's heart-throb,pulse,double definition
126646,Songs of Praise hasn't managed to retain big space,anthems,anagram
51261,Flu? See a doctor at home,easeful,anagram
61299,State whether it's high and rocky,massif,assemblage
