Index,Clue,Solution
22268,Boy game to help people across the Thames,albertbridge
120159,"He's done his money and he's back for mine too, note",prodigalson
28086,The French in their way backing Swiss mathematician,euler
8939,Where there's very little point to motor to London?,scarcity
63379,Fish seems to be right in the light,bream
125319,Broadcast with some singers heard in military locations,airbases
37108,"No longer single speed, that's clear",exonerate
82360,Fantastic start to theatrical career involving N. Coward,recreant
125168,Badly-treated migrants feeling hurt,smarting
16884,A lawless thief: I was once one myself,pirate
107391,Patriots withdrawing singular honour for Hollywood legend?,stanlaurel
108160,"Inexpert folk, handicapped, retaining unknown name",laymen
116114,Sporting barrier that generates pots?,backstop
38175,Love Jack's preaching,orating
23944,Sounds like place is an eyesore,sight
85188,"An equal to Earl Peel, the last of the shire",count
90916,Fly biting,sharp
111666,"Weber's first, A minor (unfinished) - it's avant-garde",wayout
108542,Firm support in car ...,fastback
105720,"Rhythmic sound heard initially in jazz performer, pet scarpering",thrum
13664,Spare a bob - by one having plenty to spare,slender
37110,"Solitary sailor, capsized in river, gets clear",exonerate
38332,"Salts' place - in the deep, somewhere",epsom
60138,The old starting signal falls without delay,atthedropofahat
27602,It peels off note,epistle
66726,"Without moving anything, replaces money in cash register",stockstill
19537,Anticipate everyone's after lots of trees,forestall
111080,Noise inside gear when travelling,riding
57018,Silence in jail!,shutup
7301,Angry outburst from one stuck in traffic,tirade
53125,Perform in panto horse perhaps? That creates interest,behalf
44923,Adult paper under discussion,atissue
65483,"Ear inflammation aggravated, so it doubled",otitis
391,Food item for one's heart-throb,pulse
126646,Songs of Praise hasn't managed to retain big space,anthems
51261,Flu? See a doctor at home,easeful
61299,State whether it's high and rocky,massif
44011,"After dissection, I preserved dead mammal",peredavidsdeer
78323,Learned a lot of rubbish about time,literate
130849,Inadequate lavatory in filthy place,scanty
23751,Order alteration in grey coat,category
15464,Girl turned over one in the grass,sisal
24523,"Don't cook enough food, red nuts having been shelled and sent back",underdo
85296,Disorderly scene may come to be arranged,beargarden
113761,"Rescue injured relative, overcoming resistance",retrieval
79976,Post of interest,stake
123841,"Extract from pool: if hurt, yell",fishout
4874,Playfully delicate life abused and shortened,elfin
107087,Lots of money given to fools,masses
35477,"Tandoor cooking, though aromatic, ...",odorant
109810,Circle left to access champ hit badly about the eye,ophthalmic
122860,Issue not raised naturally,adoptee
23145,Sharp taste rolled around centre of mouth,astute
11062,"Taken aback by swindles, tag was changed outside",aghast
63158,"After St Giles' day, many are turning rotten",septic
11554,Every real Puritan regularly offered praise to God,alleluia
113847,Where some African countries are off the leash,sahel
64292,Agree the score,tally
63839,Roger eagerly brewing tea for this prime minister,earlgrey
55980,"Savage, being sorrowful, is twitching",sadistic
50913,Peninsula of African country with no western boundary,iberia
95584,"Bone came apart, fragments left",metacarpal
25834,Player's boot is undone,oboist
66489,Dim British king on stage,blear
135159,The very thing I do?,oneandthesame
36268,Shakespeare gave her a dream lover. Her mother grabbed one too!,hermia
49676,"Lancashire dish, one to produce a tricky problem",hotpotato
114103,Book Nine in academic citation,donquixote
50323,Peg will see about soldier getting back,spigot
94662,Drinker's hangover?,beergut
127587,"In running for cover, lesbian freely admits ""game up""",insurable
134593,Cold island imports temperature,stark
62973,Unhappy lord outside Parliament finally gives indication of imminent departure,bluepeter
133577,Fine to repeat old clue about diamonds,okeydokey
131014,Does nothing in particular for protest movement,potters
95206,"It's remote without a good car, that is - so his work is done on the hoof",farrier
32820,Smart girl with copper chain,cutie
49005,The BBC hasn't begun to deliver,untie
43572,A bit of a laugh in porn version of Oliver!?,orphan
66368,Unpredictable after opening of safety pin,skittle
72527,Where to find chaps undressed?,bath
95297,Centre back in attack last to display violence,ferocity
140261,Islander with a sore bum getting into heavy metal,faroese
69595,Ride high where observation was out of this world,goonhilly
38198,Army block retreat to capital,rabat
71503,Sailor to keep going round with vocalist,nelsoneddy
31019,Flower sometimes needlessly gilded,lily
79562,"Back off beach, returning catch to dock",shorten
62477,Thought of money spent,mused
91085,"Old actor, getting wiser over time",stager
126158,Jazz pianist's ideal climbing shrub,fatsia
31228,Directions are in the mail for making a warming winter drink,posset
26031,"Vegetable, small and sweet",spud
126046,Edges away from very pale woman,she
83379,"Secretary's individual letters, one in black and white?",panda
133193,"Thud may be heard, but not on a rug down there?",onomatopoeia
21423,Beast about to catch girl - not fair!,brunette
9774,Kangaroo eating large loaf,bloomer
112757,Religious man's reluctance to spend if he has a lot of money,parsi
89921,"Fledgling business in sheep, the main attraction!",startup
135475,Regular myth set in rich ground,rhythmic
24906,You mean two jurors are incompetent? That's with defence potential,tenable
120265,"Poem girl's written, top off pen, on state's port",riodejaneiro
96009,Epstein left centre awfully cross,splenetic
71549,Become familiar with ABBA's debut song on the radio,attune
120515,Yes-men with absurd cares about a line,accorders
101910,Cut grass?,awn
32760,Letter delivered with a becoming conclusion,delta
70974,Humble cleric taking me to heart,demean
64540,It currently controls others at assembly,rheostat
119662,Marathon in which we are all dead?,longrun
87371,Vegetables spoil the lines of a garden,marrows
47909,Royal bash involves performing music,rondo
44336,Restrain employee taking smack,handcuff
67206,Bird is injected with thiamine,ibis
129187,Gentleman grappling with tens of complicated relationships,entanglements
120294,Suddenly Arthur's beginning to suspect Lancelot,allatonce
48454,Footprint creates initially unvoiced terror,tread
65354,Charges for original film shots,rushes
84760,Banker having shrewd effect,execute
7095,Fellow of no practical use?,academic
97241,Sponsor of art ultimately was consumer,tate
62043,"Note circling reptile is a threat, in the main",uboat
63687,"Watch next to key, a surprising sight",eyeopener
96332,Majority is cut in Bosnia,mostar
75090,"Joked about TV programme, one with leaves",gateleggedtable
23111,Very verily,really
44083,"Language barrier in American intelligence, being backward",arabic
110110,"Fleas dancing below stairs, Uriah Heep's speciality",selfabasement
98393,"It's not cheap, making legal documents sound",ritz
74527,Part of speech that's authentic,echt
77941,You'll be lost without these,bearings
71737,English naval officer is about to impress,commandeer
105218,Directions limiting poet producing epic verse,epopee
131553,Utopian plan son's told tales about,idealised
42893,Young man inexperienced with a gun,colt
55756,Seize an egg collection,clutch
53018,Insure sign?,underwrite
102607,"When terribly lost, read navigation guide",lodestar
93905,Singular Anglo-Saxon orientation,attitude
98579,"Like some numbers, within moderation always",rational
2449,Lord Muck in effusion by Charlie Chaplin,goldrush
47179,"Morgan, say, and Paddy dress down",carpet
95116,Primate admitting self-elevation is the highest point,apogee
42960,Sweet lumps on hat,gobstopper
137457,"Poor Billy, regularly infested with moth",beggarly
138426,Who would bother a runner?,harrier
95618,Yank involved in weightlifting,jerk
49096,"A favourite of ""Gardeners World""",cosmos
88338,Vegetable in garden for a change,orach
103214,Broken zip not that unknown - fasten with another fastener,safetypin
25434,Game not started by a back,ridge
103367,Opening removed and fixed,outset
109241,Simple or complicated requests,implores
91059,Fortune presently in besieged city,lucknow
119800,A spinner's short period in work,gyro
8558,Unusual topic related to the eye,optic
21064,"Tucked in to fish, partly dressed",coated
71370,Entertaining party a communist thought the world of,adored
18331,Odd dialect in fortress,citadel
25371,Traditional nunnery by holy island lake,conventional
28348,In the morning wild boar is heavenly food,ambrosia
87026,Lightweight worker in goods packing?,boxer
38773,It is eaten from this Paget dish,spaghetti
28177,Disunity shown in the former Yugoslavia?,split
25189,Lawgiver is left in flowing river,legislator
46277,They do up house: home counties housing spikes,shoelaces
29524,Eager to change fellows thought at first to be in accord,agreement
113631,One is better out of it,sickness
97194,Faith leader shot close to synagogue,pope
74352,Eliza Doolittle's refined arts?,hertfordshire
1792,"Plane perhaps hijacked by buccaneer, turning back",tree
111215,Parson first in seat to see what's coming,preview
76959,Nothing less holds nothing threatening,ominous
127854,Former partners keep pamphlet of selected passages,extracts
109664,One expecting to hear broadcast,heir
42907,"Say, what could be missing after punch in the mouth? A drink!",aperitif
104569,Prepared to pass through study,readied
55717,Make annoyed and angry about unfinished ceremony,irritate
106448,What may be spoilt by daisies and big rats?,supergrasses
81603,Unfeeling male absorbed in the nitty-gritty,numb
52187,A number swindled - that's dishonest,crooked
102172,Permit for sale of spirits and ale,poeticlicence
73538,Smack around side of face: buzz off!,clearout
122511,"Part of play, playwright clutching opening to act - he covers the background in theatre",scenepainter
