Index,Clue,Solution,Spaced_Solution
129534,"Try, as arranged, one caught being excessively lustful",satyric,satyric
8270,Safe place to let out the clutch?,nest,nest
85449,Musicians send naughty messages to alien,sextet,sextet
111244,Toxic soup I soon blended,poisonous,poisonous
52928,Regulated state - alternative to Red Revolution?,order,order
82539,"Rep's car goes off, making a hasty departure",scarper,scarper
91286,"North African halves a number, then doubles it",berber,berber
32282,Asian city is unfinished - that's symbolic,mandala,mandala
85069,First class return to Southern Pacific country,australia,australia
84492,Quarryman's key picked up,miner,miner
105900,Not a street where things happen,venue,venue
85059,"Understands about grinding lens with cunning, but without reason",senselessly,senselessly
131897,He takes obstacles in his stride,hurdler,hurdler
110739,Poet (Her Majesty's jester) in banjo performance,sirjohnbetjeman,sir john betjeman
133661,Setting about ’eadgear to protect aviator,flyingat,flying at
39535,Devil's tie?,deuce,deuce
53980,Setting maybe at Watford Gap?,milieu,milieu
118322,"Cajole alien, within reason",getround,get round
100802,Footwear hamper,clog,clog
7751,One's brief trade with a Mediterranean isle,ibiza,ibiza
14203,Cleaner copies including past papers,coldcream,cold cream
74224,Worry about horse slaughter,carnage,carnage
64869,"Tender, relatively speaking",sister,sister
35660,Stop some French potatoes,deter,deter
63748,Mums and dads are not welcomed by attendant,parentage,parentage
93074,Hotlines to the Met Office,isotherms,isotherms
32854,"Stipulation for and against one's opinion, at first",proviso,proviso
66402,Governor that entertained PM once,north,north
109400,October's brief time for playing with ritualistic symbolism,totemic,totemic
101513,A crop is knocked flat,prosaic,prosaic
85628,A hem one should repair: everyone knows that,householdname,household name
17537,Run one of the film crowd,extra,extra
134372,"Initially, Gilbert holds back blows",wafts,wafts
53279,"Drink triple gin, initially, with one rum",eggnog,eggnog
133634,Entrenched bridge adversaries scrap over inches,enshrined,enshrined
114251,Non-interventionist passes away,handsoff,hands off
21379,Fast on the Italian pulse,lentil,lentil
54062,Signified by inserting negative in Act,denoted,denoted
59956,Crazy bit by Len's father needs re-writing,batsinthebelfry,bats in the belfry
28030,"Doctor, one breaking smart fellow's chemistry apparatus",alembic,alembic
123097,"It's unhealthily damp but not too confined, as they say",rheumy,rheumy
22581,Water drowned second biblical brother,esau,esau
88237,"Unfaithful wife seen in food shop, note",delilah,delilah
109206,The Guardian starts to assess Roman government under Severus,argus,argus
32865,Excited by a small bet,aflutter,aflutter
11501,What Cupid bears audibly for lover,beau,beau
111818,One comes across despondency behind the game,humpbackbridge,humpback bridge
109262,One article by Belgian author,ianfleming,ian fleming
37300,A contribution to please lively art supporter,easel,easel
46284,A small drink including minimum of table wine for starters,antipasti,antipasti
95550,Failing to disrupt the indolence,onthedecline,on the decline
93561,"Abroad, I start to eat angel cakes for tea",darjeeling,darjeeling
93618,Red-hot stuff,cayenne,cayenne
124771,"Odd characters in the land of Schiller, the elegist?",gray,gray
141286,Work units heard of in Holland,joules,joules
23791,Question One is on Irish force seen in the Middle East,iraqi,iraqi
80430,Allows to go free the wrong way round shops,outlets,outlets
129083,Explain about what keeps a wheel on,axlepin,axle pin
92531,Exercise about to strengthen soldiers' disposition,placement,placement
90108,Build new Northern capital,dublin,dublin
22983,Surgeon given sixpence outside the theatre,trepanner,trepanner
107908,Dislike Greece?,hellas,hellas
23025,Cowherd's pie and broth,chowder,chowder
121769,Yellow streak will put celebrity status out of order in time,dastardy,dastardy
56894,Drunken Scottish soldiers vote for abuse to the optically challenged,foureyes,four eyes
49010,Relative gives away article free,untie,untie
29573,The kind of Constable that's out of the ordinary,special,special
12794,Pitfall for member when rising,trap,trap
140402,"Almost stop working, stupid",goof,goof
123938,Special quality that's needed by female member of cast,xfactor,x factor
56836,Dives with power to crap - occasionally gull slightly worried tour leader,plutocrat,plutocrat
90612,Compellingly kind,obliging,obliging
24314,Fancy a chart-topping single,imagine,imagine
134583,Leading pairs eliminated from race came late - very grave situation,cemetery,cemetery
40818,Entertained everyone sitting initially in the pit,hades,hades
93780,"Bill wears Sikh wedding rings, hard in a Muslim land",bangladesh,bangladesh
48911,"Deceived by the devil, though not in so many words",implied,implied
8693,"Five earth-filled urinals, recycling all-inclusive",universal,universal
573,"Faithful, but getting new man into bed",constant,constant
123424,People of intelligence love to have the last word,ciao,ciao
23967,It's probably not steam and possibly not electric,oldiron,old iron
107975,Bags of vicious cruelties,reticules,reticules
60725,Traffic hazard could be sinister,bend,bend
61555,"Say: ""Don't stop her entering ring or pillar?""",letterbox,letter box
59692,A sort able to produce old instrument,astrolabe,astrolabe
119780,Label report of familiar ex-captain,gucci,gucci
63370,"A show-off, the bounder",prancer,prancer
29427,"Home Secretary and rock'n'roll guitarist: one's barren, another's wild",strawberry,strawberry
63299,"Lacking respect, notwithstanding",regardless,regardless
43832,About to pick up Boris's book,rebecca,rebecca
82165,Drunken expat in public house has a nagging wife,xanthippe,xanthippe
18596,"Sailor, for example, said to observe traveller",seafarer,seafarer
134677,Writer's sweet Breton confection,charlottebronte,charlotte bronte
71414,"Exhortation to study ""The Maid of the Mountain""",oread,oread
51311,"Eat half of plate, then drink",digin,dig in
34678,To have one return a casual hug is sufficient,enough,enough
83450,Spirit of revolutionary beasts? Extremely serious!,spunkiness,spunkiness
60190,Earwig could make part of house fall down,eavesdrop,eavesdrop
111345,"Sanction a run in souped-up car, a small one for racing",gokart,go kart
10902,Cheap accommodation always in part of journey,steerage,steerage
86446,Escorts backing The One Show,gigolos,gigolos
22268,Boy game to help people across the Thames,albertbridge,albert bridge
120159,"He's done his money and he's back for mine too, note",prodigalson,prodigal son
28086,The French in their way backing Swiss mathematician,euler,euler
8939,Where there's very little point to motor to London?,scarcity,scarcity
63379,Fish seems to be right in the light,bream,bream
125319,Broadcast with some singers heard in military locations,airbases,airbases
37108,"No longer single speed, that's clear",exonerate,exonerate
82360,Fantastic start to theatrical career involving N. Coward,recreant,recreant
125168,Badly-treated migrants feeling hurt,smarting,smarting
16884,A lawless thief: I was once one myself,pirate,pirate
107391,Patriots withdrawing singular honour for Hollywood legend?,stanlaurel,stan laurel
108160,"Inexpert folk, handicapped, retaining unknown name",laymen,laymen
116114,Sporting barrier that generates pots?,backstop,backstop
38175,Love Jack's preaching,orating,orating
23944,Sounds like place is an eyesore,sight,sight
85188,"An equal to Earl Peel, the last of the shire",count,count
90916,Fly biting,sharp,sharp
111666,"Weber's first, A minor (unfinished) - it's avant-garde",wayout,way out
108542,Firm support in car ...,fastback,fastback
105720,"Rhythmic sound heard initially in jazz performer, pet scarpering",thrum,thrum
13664,Spare a bob - by one having plenty to spare,slender,slender
37110,"Solitary sailor, capsized in river, gets clear",exonerate,exonerate
38332,"Salts' place - in the deep, somewhere",epsom,epsom
60138,The old starting signal falls without delay,atthedropofahat,at the drop of a hat
27602,It peels off note,epistle,epistle
66726,"Without moving anything, replaces money in cash register",stockstill,stock still
19537,Anticipate everyone's after lots of trees,forestall,forestall
111080,Noise inside gear when travelling,riding,riding
57018,Silence in jail!,shutup,shut up
7301,Angry outburst from one stuck in traffic,tirade,tirade
53125,Perform in panto horse perhaps? That creates interest,behalf,behalf
44923,Adult paper under discussion,atissue,at issue
65483,"Ear inflammation aggravated, so it doubled",otitis,otitis
391,Food item for one's heart-throb,pulse,pulse
126646,Songs of Praise hasn't managed to retain big space,anthems,anthems
51261,Flu? See a doctor at home,easeful,easeful
61299,State whether it's high and rocky,massif,massif
44011,"After dissection, I preserved dead mammal",peredavidsdeer,pere davids deer
78323,Learned a lot of rubbish about time,literate,literate
130849,Inadequate lavatory in filthy place,scanty,scanty
23751,Order alteration in grey coat,category,category
15464,Girl turned over one in the grass,sisal,sisal
24523,"Don't cook enough food, red nuts having been shelled and sent back",underdo,underdo
85296,Disorderly scene may come to be arranged,beargarden,bear garden
113761,"Rescue injured relative, overcoming resistance",retrieval,retrieval
79976,Post of interest,stake,stake
123841,"Extract from pool: if hurt, yell",fishout,fish out
4874,Playfully delicate life abused and shortened,elfin,elfin
107087,Lots of money given to fools,masses,masses
35477,"Tandoor cooking, though aromatic, ...",odorant,odorant
109810,Circle left to access champ hit badly about the eye,ophthalmic,ophthalmic
122860,Issue not raised naturally,adoptee,adoptee
23145,Sharp taste rolled around centre of mouth,astute,astute
11062,"Taken aback by swindles, tag was changed outside",aghast,aghast
63158,"After St Giles' day, many are turning rotten",septic,septic
11554,Every real Puritan regularly offered praise to God,alleluia,alleluia
113847,Where some African countries are off the leash,sahel,sahel
64292,Agree the score,tally,tally
63839,Roger eagerly brewing tea for this prime minister,earlgrey,earl grey
55980,"Savage, being sorrowful, is twitching",sadistic,sadistic
50913,Peninsula of African country with no western boundary,iberia,iberia
95584,"Bone came apart, fragments left",metacarpal,metacarpal
25834,Player's boot is undone,oboist,oboist
66489,Dim British king on stage,blear,blear
135159,The very thing I do?,oneandthesame,one and the same
36268,Shakespeare gave her a dream lover. Her mother grabbed one too!,hermia,hermia
49676,"Lancashire dish, one to produce a tricky problem",hotpotato,hot potato
114103,Book Nine in academic citation,donquixote,don quixote
50323,Peg will see about soldier getting back,spigot,spigot
94662,Drinker's hangover?,beergut,beer gut
127587,"In running for cover, lesbian freely admits ""game up""",insurable,insurable
134593,Cold island imports temperature,stark,stark
62973,Unhappy lord outside Parliament finally gives indication of imminent departure,bluepeter,blue peter
